_id,bgg_user_name,Eta,Categoria1,Categoria2
5fd6487e0d3001ac3012246b,pangur ban,40,Humor:1079,Territory Building:1086
5fd6487e0d3001ac3012246c,tatry,36,Ancient:1050,Territory Building:1086
5fd6487e0d3001ac3012246d,theswally,74,Bluffing:1023,Card Game:1002
5fd6487e0d3001ac3012246e,vasquez21,28,Memory:1045,Transportation:1011
5fd6487e0d3001ac3012246f,marciamm,79,Exploration:1020,Puzzle:1028
5fd6487e0d3001ac30122470,tapwater12,47,Exploration:1020,Educational:1094
5fd6487e0d3001ac30122471,purplewurple,65,Wargame:1019,Medical:2145
5fd6487e0d3001ac30122472,theimp,58,Humor:1079,Aviation/Flight:2650
5fd6487e0d3001ac30122473,ataribill,45,Puzzle:1028,Territory Building:1086
5fd6487e0d3001ac30122474,ufolek,54,Movies/TV/Radio Theme:1064,Travel:1097
5fd6487e0d3001ac30122475,slav76,36,Children's Game:1041,Trains:1034
5fd6487e0d3001ac30122476,napoleon1944,70,Science Fiction:1016,Aviation/Flight:2650
5fd6487e0d3001ac30122477,fabian the delayer,58,Racing:1031,Science Fiction:1016
5fd6487e0d3001ac30122478,allatoona1864,64,Real-time:1037,Video Game Theme:1101
5fd6487e0d3001ac30122479,kdewar,49,Dice:1017,Modern Warfare:1069
5fd6487e0d3001ac3012247a,king kazma,50,Travel:1097,Negotiation:1026
5fd6487e0d3001ac3012247b,jarmoaulu,23,Territory Building:1086,Book:1117
5fd6487e0d3001ac3012247c,humppailves,74,Trains:1034,Action/Dexterity:1032
5fd6487e0d3001ac3012247d,myttyli,67,Negotiation:1026,Murder/Mystery:1040
5fd6487e0d3001ac3012247e,grohmann,22,Economic:1021,Fantasy:1010
5fd6487e0d3001ac3012247f,mk20336,78,Number:1098,Puzzle:1028
5fd6487e0d3001ac30122480,santao,48,Abstact Strategy:1009,Adventure:1022
5fd6487e0d3001ac30122481,robw01,21,Negotiation:1026,Adventure:1022
5fd6487e0d3001ac30122482,superstars,64,Murder/Mystery:1040,Real-time:1037
5fd6487e0d3001ac30122483,brad_c_1966,41,Humor:1079,Spies/Secret Agents:1081
5fd6487e0d3001ac30122484,teddyelf,66,Video Game Theme:1101,Memory:1045
5fd6487e0d3001ac30122485,jsper,42,Ancient:1050,Collectible Components:1044
5fd6487e0d3001ac30122486,targetu,65,Word-game:1025,Deduction:1039
5fd6487e0d3001ac30122487,xeplica,29,Economic:1021,Medical:2145
5fd6487e0d3001ac30122488,sb_lazarus,73,Novel-Based:1093,Transportation:1011
5fd6487e0d3001ac30122489,miceu,71,Real-time:1037,Word-game:1025
5fd6487e0d3001ac3012248a,norbert michalczyk,46,Zombies:2481,Adventure:1022
5fd6487e0d3001ac3012248b,rubereaglenest,20,Word-game:1025,Educational:1094
5fd6487e0d3001ac3012248c,junkyardrat83,63,Territory Building:1086,Aviation/Flight:2650
5fd6487e0d3001ac3012248d,dom5,25,Deduction:1039,Zombies:2481
5fd6487e0d3001ac3012248e,mitrel,42,Racing:1031,Print & Play:1120
5fd6487e0d3001ac3012248f,p_marco_,31,Wargame:1019,Modern Warfare:1069
5fd6487e0d3001ac30122490,clamstheseeker,39,Travel:1097,Dice:1017
5fd6487e0d3001ac30122491,hatemachine,41,Real-time:1037,Dice:1017
5fd6487e0d3001ac30122492,kepov,34,Medieval:1035,Medical:2145
5fd6487e0d3001ac30122493,hanamigi,27,Memory:1045,Print & Play:1120
5fd6487e0d3001ac30122494,hahoolulu,64,Print & Play:1120,Bluffing:1023
5fd6487e0d3001ac30122495,9joe,73,Racing:1031,Memory:1045
5fd6487e0d3001ac30122496,zero_001,51,Modern Warfare:1069,Negotiation:1026
5fd6487e0d3001ac30122497,northjack,78,Territory Building:1086,World War II: 1049
5fd6487e0d3001ac30122498,chris_lb,40,Sports:1038,Humor:1079
5fd6487e0d3001ac30122499,tjeanm,78,Children's Game:1041,Puzzle:1028
5fd6487e0d3001ac3012249a,nielszw,33,Fighting:1046,Card Game:1002
5fd6487e0d3001ac3012249b,juliusan,59,Real-time:1037,Abstact Strategy:1009
5fd6487e0d3001ac3012249c,jaypeedee,70,Negotiation:1026,Memory:1045
5fd6487e0d3001ac3012249d,marcus3378,33,Action/Dexterity:1032,Travel:1097
5fd6487e0d3001ac3012249e,bimmyjim,52,Territory Building:1086,Medieval:1035
5fd6487e0d3001ac3012249f,moo_sweden,32,Word-game:1025,Abstact Strategy:1009
5fd6487e0d3001ac301224a0,mmuldoon,53,Ancient:1050,Trains:1034
5fd6487e0d3001ac301224a1,zuras,69,Number:1098,Ancient:1050
5fd6487e0d3001ac301224a2,banestonakano,37,Word-game:1025,Travel:1097
5fd6487e0d3001ac301224a3,toregualto,62,Modern Warfare:1069,Economic:1021
5fd6487e0d3001ac301224a4,josy87,36,Novel-Based:1093,Economic:1021
5fd6487e0d3001ac301224a5,harry2017,60,Ancient:1050,Murder/Mystery:1040
5fd6487e0d3001ac301224a6,ottoblix,69,Deduction:1039,Exploration:1020
5fd6487e0d3001ac301224a7,bertoz84,21,Spies/Secret Agents:1081,Print & Play:1120
5fd6487e0d3001ac301224a8,penpapergames,71,Memory:1045,Racing:1031
5fd6487e0d3001ac301224a9,deathmagus,74,Deduction:1039,Economic:1021
5fd6487e0d3001ac301224aa,grannysanny,59,Modern Warfare:1069,Transportation:1011
5fd6487e0d3001ac301224ab,gioele,61,Book:1117,Fighting:1046
5fd6487e0d3001ac301224ac,therock32,41,Miniatures:1047,Real-time:1037
5fd6487e0d3001ac301224ad,grumsh,47,Modern Warfare:1069,Territory Building:1086
5fd6487e0d3001ac301224ae,praydathor,60,Aviation/Flight:2650,Action/Dexterity:1032
5fd6487e0d3001ac301224af,epitrapezios,47,Racing:1031,Murder/Mystery:1040
5fd6487e0d3001ac301224b0,koenig_pain,69,Novel-Based:1093,Zombies:2481
5fd6487e0d3001ac301224b1,jumanjii,21,Spies/Secret Agents:1081,Deduction:1039
5fd6487e0d3001ac301224b2,yanawhy,46,Exploration:1020,Trains:1034
5fd6487e0d3001ac301224b3,heavydisking,39,Educational:1094,Murder/Mystery:1040
5fd6487e0d3001ac301224b4,ptaku,37,Number:1098,Territory Building:1086
5fd6487e0d3001ac301224b5,semiquaver,40,Humor:1079,Trains:1034
5fd6487e0d3001ac301224b6,jasonjaytwaddle,62,Humor:1079,World War II: 1049
5fd6487e0d3001ac301224b7,mrspecial,66,Economic:1021,Transportation:1011
5fd6487e0d3001ac301224b8,3dpawn,35,Spies/Secret Agents:1081,Humor:1079
5fd6487e0d3001ac301224b9,cloethom,26,Spies/Secret Agents:1081,Medieval:1035
5fd6487e0d3001ac301224ba,pat58,66,Action/Dexterity:1032,Travel:1097
5fd6487e0d3001ac301224bb,dukesofrossi,49,Sports:1038,Novel-Based:1093
5fd6487e0d3001ac301224bc,raviol13,50,Card Game:1002,Print & Play:1120
5fd6487e0d3001ac301224bd,monopolyismyjam,50,Humor:1079,Number:1098
5fd6487e0d3001ac301224be,arriolus,52,Bluffing:1023,Transportation:1011
5fd6487e0d3001ac301224bf,taurouz,57,Napoleonic:1051,Territory Building:1086
5fd6487e0d3001ac301224c0,knight_of_ni,79,Collectible Components:1044,Medical:2145
5fd6487e0d3001ac301224c1,aviones08,79,Abstact Strategy:1009,Action/Dexterity:1032
5fd6487e0d3001ac301224c2,forianst,65,Book:1117,World War II: 1049
5fd6487e0d3001ac301224c3,iain_benson,34,Humor:1079,Napoleonic:1051
5fd6487e0d3001ac301224c4,evilsoupdragon,48,Adventure:1022,Children's Game:1041
5fd6487e0d3001ac301224c5,mdeflo,29,Dice:1017,Humor:1079
5fd6487e0d3001ac301224c6,lalaland_ger,56,Medical:2145,Zombies:2481
5fd6487e0d3001ac301224c7,aowongster,51,Puzzle:1028,Spies/Secret Agents:1081
5fd6487e0d3001ac301224c8,kamk2,59,Negotiation:1026,Exploration:1020
5fd6487e0d3001ac301224c9,yuuchigo,71,Negotiation:1026,Puzzle:1028
5fd6487e0d3001ac301224ca,jacques77,66,Exploration:1020,Fantasy:1010
5fd6487e0d3001ac301224cb,stuket,78,Zombies:2481,Children's Game:1041
5fd6487e0d3001ac301224cc,raygun1966,18,Humor:1079,Party Game:1030
5fd6487e0d3001ac301224cd,jeffscottbrown,76,Book:1117,Napoleonic:1051
5fd6487e0d3001ac301224ce,uthukyllan,35,Travel:1097,Science Fiction:1016
5fd6487e0d3001ac301224cf,vampyr,33,Trains:1034,Exploration:1020
5fd6487e0d3001ac301224d0,poguem101,54,Action/Dexterity:1032,Negotiation:1026
5fd6487e0d3001ac301224d1,bark,49,Party Game:1030,Bluffing:1023
5fd6487e0d3001ac301224d2,merighip,21,Dice:1017,Action/Dexterity:1032
5fd6487e0d3001ac301224d3,mkaup366,61,Science Fiction:1016,Medical:2145
5fd6487e0d3001ac301224d4,halfbl00d,53,Adventure:1022,Miniatures:1047
5fd6487e0d3001ac301224d5,pixteca,60,Aviation/Flight:2650,Modern Warfare:1069
5fd6487e0d3001ac301224d6,xnorwegianwoodx,79,Racing:1031,Adventure:1022
5fd6487e0d3001ac301224d7,c0lpanic,69,Children's Game:1041,Abstact Strategy:1009
5fd6487e0d3001ac301224d8,cottondonkey,76,Bluffing:1023,Number:1098
5fd6487e0d3001ac301224d9,laidtorest1195,24,Napoleonic:1051,Puzzle:1028
5fd6487e0d3001ac301224da,sakabra,70,Educational:1094,Puzzle:1028
5fd6487e0d3001ac301224db,el cid gordo,60,Action/Dexterity:1032,Real-time:1037
5fd6487e0d3001ac301224dc,kingspud,28,Humor:1079,Novel-Based:1093
5fd6487e0d3001ac301224dd,tayllerok,36,Party Game:1030,Sports:1038
5fd6487e0d3001ac301224de,cbander,20,Science Fiction:1016,Dice:1017
5fd6487e0d3001ac301224df,thejarvin,42,Miniatures:1047,Card Game:1002
5fd6487e0d3001ac301224e0,revolv667,21,Puzzle:1028,Educational:1094
5fd6487e0d3001ac301224e1,nooly81,69,Novel-Based:1093,Spies/Secret Agents:1081
5fd6487e0d3001ac301224e2,tom chase,39,Educational:1094,World War II: 1049
5fd6487e0d3001ac301224e3,harlock78,53,Fantasy:1010,Modern Warfare:1069
5fd6487e0d3001ac301224e4,juheimbu,31,Puzzle:1028,Word-game:1025
5fd6487e0d3001ac301224e5,dziabaj77,34,Science Fiction:1016,Transportation:1011
5fd6487e0d3001ac301224e6,pyl0s,75,Wargame:1019,Abstact Strategy:1009
5fd6487e0d3001ac301224e7,rvbicka,65,Medieval:1035,Animals:1089
5fd6487e0d3001ac301224e8,rexor,63,Real-time:1037,Educational:1094
5fd6487e0d3001ac301224e9,caekles,62,Bluffing:1023,Miniatures:1047
5fd6487e0d3001ac301224ea,mendellee,21,Real-time:1037,Negotiation:1026
5fd6487e0d3001ac301224eb,marcelclc,68,Card Game:1002,Puzzle:1028
5fd6487e0d3001ac301224ec,liggins,70,Transportation:1011,Racing:1031
5fd6487e0d3001ac301224ed,jmeeple,55,Sports:1038,World War II: 1049
5fd6487e0d3001ac301224ee,valashas,42,Medieval:1035,Card Game:1002
5fd6487e0d3001ac301224ef,thecruncher,49,Aviation/Flight:2650,Abstact Strategy:1009
5fd6487e0d3001ac301224f0,hayertjez,55,Puzzle:1028,Negotiation:1026
5fd6487e0d3001ac301224f1,nicbfromoz,76,Territory Building:1086,Fantasy:1010
5fd6487e0d3001ac301224f2,pedrofunke,33,Deduction:1039,Trains:1034
5fd6487e0d3001ac301224f3,nehilism,43,Miniatures:1047,Bluffing:1023
5fd6487e0d3001ac301224f4,lofcutus,75,Dice:1017,Deduction:1039
5fd6487e0d3001ac301224f5,boardgamem7,59,Number:1098,Deduction:1039
5fd6487e0d3001ac301224f6,incompetentkiteflyin,55,Modern Warfare:1069,Book:1117
5fd6487e0d3001ac301224f7,fa1lure,66,Memory:1045,Abstact Strategy:1009
5fd6487e0d3001ac301224f8,alaudequest,54,Number:1098,Real-time:1037
5fd6487e0d3001ac301224f9,abcdef1234560907442,18,Puzzle:1028,Children's Game:1041
5fd6487e0d3001ac301224fa,roshavot,47,Action/Dexterity:1032,Fantasy:1010
5fd6487e0d3001ac301224fb,captain_akula,65,Children's Game:1041,World War II: 1049
5fd6487e0d3001ac301224fc,capman,31,Movies/TV/Radio Theme:1064,Racing:1031
5fd6487e0d3001ac301224fd,tylock28,34,Territory Building:1086,Napoleonic:1051
5fd6487e0d3001ac301224fe,waymau,25,Travel:1097,Dice:1017
5fd6487e0d3001ac301224ff,janon,52,Zombies:2481,Science Fiction:1016
5fd6487e0d3001ac30122500,gobaith,35,Abstact Strategy:1009,Movies/TV/Radio Theme:1064
5fd6487e0d3001ac30122501,renke,46,Adventure:1022,Medieval:1035
5fd6487e0d3001ac30122502,kyleschubert,27,World War II: 1049,Action/Dexterity:1032
5fd6487e0d3001ac30122503,deadhumanafterall,52,Murder/Mystery:1040,Travel:1097
5fd6487e0d3001ac30122504,moonlightmiracle,39,Science Fiction:1016,Puzzle:1028
5fd6487e0d3001ac30122505,pikitriki,50,Transportation:1011,Book:1117
5fd6487e0d3001ac30122506,mayaheine,21,Bluffing:1023,Racing:1031
5fd6487e0d3001ac30122507,malarkey,47,Fighting:1046,Puzzle:1028
5fd6487e0d3001ac30122508,kelmerave,52,Wargame:1019,Action/Dexterity:1032
5fd6487e0d3001ac30122509,avedeus,42,Number:1098,Wargame:1019
5fd6487e0d3001ac3012250a,drjozzo,60,Ancient:1050,Medical:2145
5fd6487e0d3001ac3012250b,healex,45,Children's Game:1041,Movies/TV/Radio Theme:1064
5fd6487e0d3001ac3012250c,xenot,23,Movies/TV/Radio Theme:1064,Children's Game:1041
5fd6487e0d3001ac3012250d,edwinshl,34,Modern Warfare:1069,Miniatures:1047
5fd6487e0d3001ac3012250e,slimedog13,19,Bluffing:1023,Novel-Based:1093
5fd6487e0d3001ac3012250f,aweburnphoenix,25,Miniatures:1047,Puzzle:1028
5fd6487e0d3001ac30122510,wodin,65,Collectible Components:1044,Miniatures:1047
5fd6487e0d3001ac30122511,charles_crusoe,27,Puzzle:1028,Print & Play:1120
5fd6487e0d3001ac30122512,shepwrists,38,Bluffing:1023,Adventure:1022
5fd6487e0d3001ac30122513,mmuthig,46,Negotiation:1026,Adventure:1022
5fd6487e0d3001ac30122514,alorenzi,44,Novel-Based:1093,Racing:1031
5fd6487e0d3001ac30122515,troia,25,Medieval:1035,Party Game:1030
5fd6487e0d3001ac30122516,happyt,63,Racing:1031,Print & Play:1120
5fd6487e0d3001ac30122517,old_sarge_84,46,Science Fiction:1016,Deduction:1039
5fd6487e0d3001ac30122518,carmanm,57,Ancient:1050,Fighting:1046
5fd6487e0d3001ac30122519,teooh,30,Travel:1097,Number:1098
5fd6487e0d3001ac3012251a,guimasmoraes,67,Collectible Components:1044,Sports:1038
5fd6487e0d3001ac3012251b,radoslawkotowski,61,Spies/Secret Agents:1081,Dice:1017
5fd6487e0d3001ac3012251c,liberto87,29,Sports:1038,Humor:1079
5fd6487e0d3001ac3012251d,macunaima,70,Medieval:1035,Medical:2145
5fd6487e0d3001ac3012251e,alibanez,41,Ancient:1050,Educational:1094
5fd6487e0d3001ac3012251f,kkbreit,44,Number:1098,Miniatures:1047
5fd6487e0d3001ac30122520,rogelius,60,Adventure:1022,Movies/TV/Radio Theme:1064
5fd6487e0d3001ac30122521,deadsquirrel,45,Children's Game:1041,World War II: 1049
5fd6487e0d3001ac30122522,nooblysauce,70,Educational:1094,Humor:1079
5fd6487e0d3001ac30122523,pavelpriego,34,Book:1117,Number:1098
5fd6487e0d3001ac30122524,dralion10,68,Trains:1034,Card Game:1002
5fd6487e0d3001ac30122525,brokenarcher,41,Deduction:1039,Print & Play:1120
5fd6487e0d3001ac30122526,danddlover,35,World War II: 1049,Real-time:1037
5fd6487e0d3001ac30122527,andre1981,56,Ancient:1050,Video Game Theme:1101
5fd6487e0d3001ac30122528,anitroche,37,Miniatures:1047,Racing:1031
5fd6487e0d3001ac30122529,dwhite6666,60,Deduction:1039,Wargame:1019
5fd6487e0d3001ac3012252a,dominicbasson,75,Card Game:1002,Deduction:1039
5fd6487e0d3001ac3012252b,garretp2,19,Economic:1021,Abstact Strategy:1009
5fd6487e0d3001ac3012252c,grassmanbenny,26,Murder/Mystery:1040,Collectible Components:1044
5fd6487e0d3001ac3012252d,dibujante,35,Wargame:1019,Sports:1038
5fd6487e0d3001ac3012252e,rikkano1374,53,Economic:1021,Abstact Strategy:1009
5fd6487e0d3001ac3012252f,arcadecastle,59,Dice:1017,Action/Dexterity:1032
5fd6487e0d3001ac30122530,publicbgg,40,Fighting:1046,Murder/Mystery:1040
5fd6487e0d3001ac30122531,iiternity,55,Adventure:1022,Card Game:1002
5fd6487e0d3001ac30122532,yamsyamsyams,34,Novel-Based:1093,Spies/Secret Agents:1081
5fd6487e0d3001ac30122533,hazelorb,45,Children's Game:1041,Card Game:1002
5fd6487e0d3001ac30122534,scottkunselman1,26,Ancient:1050,Deduction:1039
5fd6487e0d3001ac30122535,thumbs1180,44,Collectible Components:1044,Puzzle:1028
5fd6487e0d3001ac30122536,chaiyutbutchai,79,Modern Warfare:1069,Zombies:2481
5fd6487e0d3001ac30122537,andythegamemaker,33,Puzzle:1028,Deduction:1039
5fd6487e0d3001ac30122538,haplo92,39,Educational:1094,Territory Building:1086
5fd6487e0d3001ac30122539,teo pro,74,Medical:2145,Abstact Strategy:1009
