category2,role,category1,username,text,timestamp,title,idArt
Medical:2145,normalUser,Murder/Mystery:1040,otakutom,Che fate?,2021-01-22 16:27:15.051,Titolo,1
Spies/Secret Agents:1081,influencer,Medieval:1035,sabernezumi,Ci siete?,2021-01-22 16:27:14.863,Titolo,1
Humor:1079,normalUser,World War II: 1049,ankileung,Post,2021-01-22 16:27:14.669,Titolo,1
Exploration:1020,normalUser,Collectible Components:1044,kellswater,Tutto bene?,2021-01-22 16:27:14.485,Titolo,1
Fantasy:1010,normalUser,Animals:1089,boardgame_review,Ah incredibile,2021-01-22 16:27:14.156,Titolo,1
Miniatures:1047,normalUser,Dice:1017,kacagany,Sono ioo,2021-01-22 16:27:13.598,Titolo,1
Collectible Components:1044,normalUser,Science Fiction:1016,dimagm,Tutto bene?,2021-01-22 16:27:13.39,Titolo,1
Novel-Based:1093,normalUser,Educational:1094,jmp4sid,Tutto bene?,2021-01-22 16:27:13.154,Titolo,1
Transportation:1011,normalUser,Number:1098,wellplayedtabletop,Ah incredibile,2021-01-22 16:27:12.906,Titolo,1
Ancient:1050,normalUser,Book:1117,hackthemovies,Che fate?,2021-01-22 16:27:12.712,Titolo,1
Fantasy:1010,normalUser,Travel:1097,festershinetop,Tutto bene?,2021-01-22 16:27:12.503,Titolo,1
Collectible Components:1044,normalUser,Aviation/Flight:2650,whisperni,Ci siete?,2021-01-22 16:27:12.316,Titolo,1
Fighting:1046,normalUser,Miniatures:1047,brentjameson,Ci siete?,2021-01-22 16:27:11.721,Titolo,1
Sports:1038,normalUser,Abstact Strategy:1009,eastern vampire,Ah incredibile,2021-01-22 16:27:11.419,Titolo,1
Novel-Based:1093,normalUser,Number:1098,pathar,Tutto bene?,2021-01-22 16:27:11.198,Titolo,1
Negotiation:1026,influencer,Humor:1079,zuul42,Ci siete?,2021-01-22 16:27:11.004,Titolo,1
Animals:1089,normalUser,Card Game:1002,dt_ftw,Ah incredibile,2021-01-22 16:27:10.185,Titolo,1
Miniatures:1047,normalUser,Ancient:1050,nmpilot85,Ah davvero,2021-01-22 16:27:09.893,Titolo,1
Word-game:1025,normalUser,Science Fiction:1016,pyrofd3s,Tutto bene?,2021-01-22 16:27:09.697,Titolo,1
Wargame:1019,normalUser,Print & Play:1120,rorysf,Ah incredibile,2021-01-22 16:27:09.47,Titolo,1
Deduction:1039,normalUser,Medieval:1035,aracataca,Sono ioo,2021-01-22 16:27:09.143,Titolo,1
Transportation:1011,normalUser,Book:1117,kynos,Sono ioo,2021-01-22 16:27:08.817,Titolo,1
Dice:1017,normalUser,Abstact Strategy:1009,bodknocks,Tutto bene?,2021-01-22 16:27:08.518,Titolo,1
Puzzle:1028,normalUser,Medieval:1035,codexarcanum,Ah davvero,2021-01-22 16:27:08.037,Titolo,1
Educational:1094,normalUser,Ancient:1050,the life of games,Ah davvero,2021-01-22 16:27:07.83,Titolo,1
Adventure:1022,normalUser,Movies/TV/Radio Theme:1064,jimthe89,Ci siete?,2021-01-22 16:27:07.518,Titolo,1
Children's Game:1041,influencer,Card Game:1002,millo76,Che fate?,2021-01-22 16:27:07.331,Titolo,1
Sports:1038,influencer,Book:1117,sherman0815,Che fate?,2021-01-22 16:27:07.113,Titolo,1
Trains:1034,normalUser,Spies/Secret Agents:1081,philip75,Sono ioo,2021-01-22 16:27:06.646,Titolo,1
Adventure:1022,normalUser,Territory Building:1086,deev42,Post,2021-01-22 16:27:06.442,Titolo,1
Murder/Mystery:1040,normalUser,Book:1117,jak10948,Post,2021-01-22 16:27:06.26,Titolo,1
Murder/Mystery:1040,normalUser,Wargame:1019,codyhough,Post,2021-01-22 16:27:06.037,Titolo,1
Negotiation:1026,normalUser,Puzzle:1028,ponchoman,Post,2021-01-22 16:27:05.809,Titolo,1
Racing:1031,normalUser,Adventure:1022,daviddino83,Che fate?,2021-01-22 16:27:05.595,Titolo,1
Adventure:1022,normalUser,Miniatures:1047,ktartandude,Ah incredibile,2021-01-22 16:27:05.383,Titolo,1
Animals:1089,normalUser,Puzzle:1028,blueeyedthing,Sono ioo,2021-01-22 16:27:05.201,Titolo,1
Territory Building:1086,normalUser,Exploration:1020,nathhook,Ah davvero,2021-01-22 16:27:04.985,Titolo,1
Novel-Based:1093,normalUser,Negotiation:1026,gandalf78,Sono ioo,2021-01-22 16:27:04.502,Titolo,1
Action/Dexterity:1032,normalUser,Science Fiction:1016,brbari13,Ah davvero,2021-01-22 16:27:03.633,Titolo,1
Fantasy:1010,normalUser,Abstact Strategy:1009,purplexed1,Post,2021-01-22 16:27:03.439,Titolo,1
Abstact Strategy:1009,influencer,Miniatures:1047,tomwh65,Ci siete?,2021-01-22 16:27:03.249,Titolo,1
Zombies:2481,normalUser,Print & Play:1120,alimarie84,Ah incredibile,2021-01-22 16:27:02.639,Titolo,1
Bluffing:1023,normalUser,Puzzle:1028,olebrommm,Ah incredibile,2021-01-22 16:27:02.437,Titolo,1
Fighting:1046,normalUser,Negotiation:1026,andreasmoller,Che fate?,2021-01-22 16:27:02.213,Titolo,1
Medical:2145,normalUser,Number:1098,msborba,Ah davvero,2021-01-22 16:27:01.893,Titolo,1
Puzzle:1028,normalUser,Transportation:1011,ippy98,Ah incredibile,2021-01-22 16:27:01.605,Titolo,1
Fighting:1046,normalUser,Party Game:1030,al27,Tutto bene?,2021-01-22 16:27:01.378,Titolo,1
Wargame:1019,normalUser,Racing:1031,moonpie00,Post,2021-01-22 16:27:00.92,Titolo,1
Deduction:1039,normalUser,Dice:1017,1_epsilon_1,Che fate?,2021-01-22 16:27:00.657,Titolo,1
Party Game:1030,normalUser,Action/Dexterity:1032,legomissileman1,Ah davvero,2021-01-22 16:27:00.469,Titolo,1
Deduction:1039,influencer,Transportation:1011,thetalkingstove,Tutto bene?,2021-01-22 16:27:00.269,Titolo,1
Zombies:2481,normalUser,Animals:1089,thenerdymeeple,Ah incredibile,2021-01-22 16:27:00.109,Titolo,1
Sports:1038,normalUser,Trains:1034,bosay,Sono ioo,2021-01-22 16:26:59.907,Titolo,1
Dice:1017,normalUser,Medieval:1035,curly_scient,Tutto bene?,2021-01-22 16:26:59.709,Titolo,1
Napoleonic:1051,influencer,Memory:1045,jaemez,Ci siete?,2021-01-22 16:26:59.539,Titolo,1
Trains:1034,normalUser,Zombies:2481,kalli4na,Ah incredibile,2021-01-22 16:26:59.296,Titolo,1
Deduction:1039,normalUser,Medical:2145,mystquecreature,Ah incredibile,2021-01-22 16:26:59.092,Titolo,1
Miniatures:1047,normalUser,Wargame:1019,j0kaslt,Ah incredibile,2021-01-22 16:26:58.892,Titolo,1
Zombies:2481,normalUser,Educational:1094,steeleagle11,Ah davvero,2021-01-22 16:26:58.711,Titolo,1
Puzzle:1028,influencer,Abstact Strategy:1009,hietis,Tutto bene?,2021-01-22 16:26:58.52,Titolo,1
Napoleonic:1051,influencer,Memory:1045,cw2chan,Ci siete?,2021-01-22 16:26:58.33,Titolo,1
Miniatures:1047,normalUser,Racing:1031,drnod,Ah incredibile,2021-01-22 16:26:58.133,Titolo,1
Action/Dexterity:1032,normalUser,Number:1098,jvenezizn,Post,2021-01-22 16:26:57.524,Titolo,1
Science Fiction:1016,influencer,Modern Warfare:1069,snowden11,Ah incredibile,2021-01-22 16:26:57.325,Titolo,1
Wargame:1019,normalUser,Collectible Components:1044,tailgatemad,Che fate?,2021-01-22 16:26:57.121,Titolo,1
Murder/Mystery:1040,influencer,Fantasy:1010,cyberluca1,Ci siete?,2021-01-22 16:26:56.906,Titolo,1
Real-time:1037,normalUser,Miniatures:1047,shnapennhausen,Ci siete?,2021-01-22 16:26:56.709,Titolo,1
Medical:2145,normalUser,Economic:1021,euan mcleod,Ci siete?,2021-01-22 16:26:56.507,Titolo,1
Trains:1034,normalUser,Aviation/Flight:2650,georgehansy,Sono ioo,2021-01-22 16:26:56.32,Titolo,1
Modern Warfare:1069,normalUser,Novel-Based:1093,turkanair82,Ah davvero,2021-01-22 16:26:56.117,Titolo,1
Ancient:1050,normalUser,Napoleonic:1051,kgh0121,Tutto bene?,2021-01-22 16:26:55.925,Titolo,1
Children's Game:1041,influencer,Video Game Theme:1101,almahonbgg,Post,2021-01-22 16:26:55.723,Titolo,1
Children's Game:1041,influencer,Trains:1034,chrila,Ci siete?,2021-01-22 16:26:55.529,Titolo,1
Book:1117,influencer,Deduction:1039,taylorbrewton,Che fate?,2021-01-22 16:26:55.339,Titolo,1
Negotiation:1026,normalUser,Territory Building:1086,sabri_03,Ah davvero,2021-01-22 16:26:55.149,Titolo,1
Adventure:1022,normalUser,Fantasy:1010,baran36,Ah davvero,2021-01-22 16:26:54.96,Titolo,1
Action/Dexterity:1032,normalUser,Sports:1038,salguodthegreat,Tutto bene?,2021-01-22 16:26:54.769,Titolo,1
Educational:1094,normalUser,Trains:1034,faldorm,Ah incredibile,2021-01-22 16:26:54.22,Titolo,1
Number:1098,normalUser,Novel-Based:1093,lichman,Sono ioo,2021-01-22 16:26:53.973,Titolo,1
Adventure:1022,normalUser,Real-time:1037,kotokvas,Tutto bene?,2021-01-22 16:26:53.772,Titolo,1
Exploration:1020,normalUser,Aviation/Flight:2650,dsmitty,Post,2021-01-22 16:26:53.577,Titolo,1
Memory:1045,normalUser,Video Game Theme:1101,vazz16,Ah incredibile,2021-01-22 16:26:53.394,Titolo,1
World War II: 1049,normalUser,Miniatures:1047,xorbitor,Sono ioo,2021-01-22 16:26:53.206,Titolo,1
Economic:1021,normalUser,Collectible Components:1044,storymoofgames,Che fate?,2021-01-22 16:26:53.015,Titolo,1
Action/Dexterity:1032,normalUser,Ancient:1050,elisaprashad,Ah davvero,2021-01-22 16:26:52.861,Titolo,1
Puzzle:1028,normalUser,Animals:1089,cag1960,Tutto bene?,2021-01-22 16:26:52.705,Titolo,1
Action/Dexterity:1032,normalUser,Medieval:1035,sikko,Ci siete?,2021-01-22 16:26:52.534,Titolo,1
Negotiation:1026,normalUser,Number:1098,kaletluk,Tutto bene?,2021-01-22 16:26:52.197,Titolo,1
Miniatures:1047,normalUser,Book:1117,akiandalex,Tutto bene?,2021-01-22 16:26:51.856,Titolo,1
Word-game:1025,normalUser,Ancient:1050,lant113,Ah davvero,2021-01-22 16:26:51.424,Titolo,1
Number:1098,normalUser,Trains:1034,saldagon,Ah incredibile,2021-01-22 16:26:51.138,Titolo,1
Economic:1021,normalUser,Action/Dexterity:1032,gratian,Che fate?,2021-01-22 16:26:50.729,Titolo,1
Aviation/Flight:2650,normalUser,Transportation:1011,mind4u2c,Ah incredibile,2021-01-22 16:26:50.379,Titolo,1
Print & Play:1120,influencer,Modern Warfare:1069,ctgbmoz,Sono ioo,2021-01-22 16:26:50.095,Titolo,1
Napoleonic:1051,normalUser,Card Game:1002,diego_b,Ci siete?,2021-01-22 16:26:49.471,Titolo,1
Medieval:1035,normalUser,Medical:2145,jopper,Ah davvero,2021-01-22 16:26:48.988,Titolo,1
Number:1098,normalUser,Book:1117,t3nn0,Sono ioo,2021-01-22 16:26:48.681,Titolo,1
Wargame:1019,normalUser,Book:1117,ilikeadventures,Sono ioo,2021-01-22 16:26:48.286,Titolo,1
Number:1098,normalUser,Ancient:1050,nicu37,Ah davvero,2021-01-22 16:26:47.939,Titolo,1
Zombies:2481,normalUser,Fighting:1046,jessoya,Ah davvero,2021-01-22 16:26:47.753,Titolo,1
Card Game:1002,normalUser,Sports:1038,tentagil,Ah incredibile,2021-01-22 16:26:47.591,Titolo,1
Murder/Mystery:1040,normalUser,Medical:2145,wpifarmer,Sono ioo,2021-01-22 16:26:47.404,Titolo,1
Napoleonic:1051,normalUser,Murder/Mystery:1040,ranran,Ah incredibile,2021-01-22 16:26:47.203,Titolo,1
Travel:1097,normalUser,Word-game:1025,dragoniangr,Tutto bene?,2021-01-22 16:26:47.005,Titolo,1
Deduction:1039,normalUser,Adventure:1022,cage,Ci siete?,2021-01-22 16:26:46.813,Titolo,1
Bluffing:1023,influencer,Zombies:2481,kimajakobsen,Tutto bene?,2021-01-22 16:26:46.597,Titolo,1
Trains:1034,normalUser,Sports:1038,sarvari,Ah incredibile,2021-01-22 16:26:46.409,Titolo,1
Sports:1038,influencer,Exploration:1020,morty4500,Ci siete?,2021-01-22 16:26:46.223,Titolo,1
Murder/Mystery:1040,influencer,World War II: 1049,pikabud,Sono ioo,2021-01-22 16:26:46.023,Titolo,1
Miniatures:1047,normalUser,Territory Building:1086,fessenden,Post,2021-01-22 16:26:45.836,Titolo,1
Educational:1094,normalUser,Transportation:1011,thesonoftherock,Che fate?,2021-01-22 16:26:45.646,Titolo,1
Puzzle:1028,normalUser,Action/Dexterity:1032,lillylynx64,Ci siete?,2021-01-22 16:26:45.443,Titolo,1
Science Fiction:1016,normalUser,Deduction:1039,skohi,Ci siete?,2021-01-22 16:26:45.238,Titolo,1
Travel:1097,normalUser,Negotiation:1026,akunno,Ci siete?,2021-01-22 16:26:44.868,Titolo,1
Action/Dexterity:1032,normalUser,Spies/Secret Agents:1081,bigf00t159,Ah incredibile,2021-01-22 16:26:44.489,Titolo,1
Print & Play:1120,normalUser,Trains:1034,cleversonrenan,Post,2021-01-22 16:26:44.176,Titolo,1
Action/Dexterity:1032,influencer,Negotiation:1026,frankqb,Che fate?,2021-01-22 16:26:43.868,Titolo,1
Modern Warfare:1069,normalUser,Card Game:1002,conatus,Ah incredibile,2021-01-22 16:26:43.438,Titolo,1
Party Game:1030,normalUser,Bluffing:1023,stefanek,Che fate?,2021-01-22 16:26:43.151,Titolo,1
Miniatures:1047,normalUser,Fantasy:1010,stonnkold,Che fate?,2021-01-22 16:26:42.813,Titolo,1
Educational:1094,normalUser,Negotiation:1026,kelevaras,Post,2021-01-22 16:26:42.626,Titolo,1
Fantasy:1010,normalUser,Animals:1089,boardgame_review,Post,2021-01-22 16:26:42.436,Titolo,1
Educational:1094,normalUser,Territory Building:1086,trickzbunny,Ci siete?,2021-01-22 16:26:42.229,Titolo,1
Modern Warfare:1069,normalUser,Medical:2145,acook1956,Ci siete?,2021-01-22 16:26:41.948,Titolo,1
Ancient:1050,normalUser,Movies/TV/Radio Theme:1064,cheella,Tutto bene?,2021-01-22 16:26:41.708,Titolo,1
Travel:1097,normalUser,Adventure:1022,andy pain,Tutto bene?,2021-01-22 16:26:41.501,Titolo,1
Zombies:2481,normalUser,Medieval:1035,quidditys_shore,Che fate?,2021-01-22 16:26:41.274,Titolo,1
Humor:1079,normalUser,Party Game:1030,iceannouncer,Tutto bene?,2021-01-22 16:26:41.082,Titolo,1
Movies/TV/Radio Theme:1064,influencer,Fantasy:1010,mtnw,Sono ioo,2021-01-22 16:26:40.889,Titolo,1
Exploration:1020,influencer,World War II: 1049,mrninjit,Post,2021-01-22 16:26:40.674,Titolo,1
Medieval:1035,normalUser,Animals:1089,iata,Ah incredibile,2021-01-22 16:26:40.429,Titolo,1
Fantasy:1010,influencer,Children's Game:1041,ameron,Tutto bene?,2021-01-22 16:26:40.207,Titolo,1
Video Game Theme:1101,influencer,Murder/Mystery:1040,etairaskia,Ah incredibile,2021-01-22 16:26:39.985,Titolo,1
Deduction:1039,influencer,Exploration:1020,marcriqmartinez,Che fate?,2021-01-22 16:26:39.772,Titolo,1
Aviation/Flight:2650,normalUser,Economic:1021,ymmat,Sono ioo,2021-01-22 16:26:39.314,Titolo,1
Real-time:1037,influencer,Party Game:1030,hall0n,Ci siete?,2021-01-22 16:26:39.089,Titolo,1
Zombies:2481,normalUser,Humor:1079,julians,Ah davvero,2021-01-22 16:26:38.903,Titolo,1
Science Fiction:1016,normalUser,Action/Dexterity:1032,boadgamepro,Post,2021-01-22 16:26:38.713,Titolo,1
Zombies:2481,normalUser,Memory:1045,torben87,Ah incredibile,2021-01-22 16:26:38.554,Titolo,1
Trains:1034,normalUser,Adventure:1022,luznyj,Ah davvero,2021-01-22 16:26:38.35,Titolo,1
Napoleonic:1051,normalUser,Murder/Mystery:1040,korven652,Ci siete?,2021-01-22 16:26:38.16,Titolo,1
Wargame:1019,normalUser,Puzzle:1028,javiertajes,Ah incredibile,2021-01-22 16:26:37.638,Titolo,1
Novel-Based:1093,normalUser,Humor:1079,ldosul,Post,2021-01-22 16:26:37.404,Titolo,1
Transportation:1011,normalUser,Wargame:1019,mcgowanpw,Sono ioo,2021-01-22 16:26:37.184,Titolo,1
Educational:1094,normalUser,World War II: 1049,chaviland,Ah davvero,2021-01-22 16:26:36.993,Titolo,1
Card Game:1002,influencer,Educational:1094,joshtherouser,Ah davvero,2021-01-22 16:26:36.753,Titolo,1
Aviation/Flight:2650,normalUser,Murder/Mystery:1040,mrfloop,Sono ioo,2021-01-22 16:26:36.51,Titolo,1
Fantasy:1010,influencer,Novel-Based:1093,msbug18,Che fate?,2021-01-22 16:26:36.2,Titolo,1
Print & Play:1120,normalUser,Word-game:1025,mulletmaximus,Ah incredibile,2021-01-22 16:26:35.983,Titolo,1
Fighting:1046,influencer,Real-time:1037,fuite,Tutto bene?,2021-01-22 16:26:35.745,Titolo,1
Aviation/Flight:2650,normalUser,Sports:1038,what_a_rule,Tutto bene?,2021-01-22 16:26:35.551,Titolo,1
Party Game:1030,normalUser,Transportation:1011,nilcraban,Post,2021-01-22 16:26:35.358,Titolo,1
Trains:1034,normalUser,Bluffing:1023,rowe33,Ci siete?,2021-01-22 16:26:35.174,Titolo,1
Movies/TV/Radio Theme:1064,influencer,Science Fiction:1016,mathgrant,Ah incredibile,2021-01-22 16:26:34.959,Titolo,1
Humor:1079,normalUser,Ancient:1050,insanejo,Ci siete?,2021-01-22 16:26:34.726,Titolo,1
Ancient:1050,normalUser,Book:1117,adamsoh,Ah incredibile,2021-01-22 16:26:34.544,Titolo,1
Ancient:1050,normalUser,Children's Game:1041,emergy,Ci siete?,2021-01-22 16:26:34.354,Titolo,1
Wargame:1019,normalUser,Racing:1031,startup burnout,Ah davvero,2021-01-22 16:26:34.139,Titolo,1
Modern Warfare:1069,normalUser,Economic:1021,anthonyd3ca,Ah incredibile,2021-01-22 16:26:33.862,Titolo,1
Ancient:1050,normalUser,Murder/Mystery:1040,fleuryf,Tutto bene?,2021-01-22 16:26:33.681,Titolo,1
Deduction:1039,influencer,Medical:2145,b91611007,Post,2021-01-22 16:26:33.48,Titolo,1
Territory Building:1086,normalUser,Collectible Components:1044,jordanrauh,Ah davvero,2021-01-22 16:26:33.281,Titolo,1
Ancient:1050,influencer,Racing:1031,angelaholt,Sono ioo,2021-01-22 16:26:32.699,Titolo,1
Educational:1094,normalUser,Humor:1079,jamiesabriel,Sono ioo,2021-01-22 16:26:32.51,Titolo,1
Puzzle:1028,normalUser,Movies/TV/Radio Theme:1064,kaientaidx,Post,2021-01-22 16:26:32.296,Titolo,1
Bluffing:1023,normalUser,Spies/Secret Agents:1081,gamefan23,Tutto bene?,2021-01-22 16:26:31.947,Titolo,1
World War II: 1049,normalUser,Transportation:1011,dexter1985,Sono ioo,2021-01-22 16:26:31.691,Titolo,1
Card Game:1002,normalUser,Fighting:1046,ryrydingo,Post,2021-01-22 16:26:31.484,Titolo,1
Word-game:1025,normalUser,Number:1098,geshtar3266,Sono ioo,2021-01-22 16:26:31.299,Titolo,1
Bluffing:1023,normalUser,Adventure:1022,jentian,Sono ioo,2021-01-22 16:26:31.117,Titolo,1
Negotiation:1026,normalUser,Humor:1079,tobyshaw,Che fate?,2021-01-22 16:26:30.934,Titolo,1
Exploration:1020,normalUser,Adventure:1022,eddy7477,Ah davvero,2021-01-22 16:26:30.783,Titolo,1
