p
"[{""category2"":Deduction:1039,""role"":normalUser,""category1"":Number:1098,""username"":wallauspielt},{""text"":Ci siete?,""timestamp"":2021-01-22 19:28:29.058},{""category2"":null,""name"":Tara, Seat of Kings,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Sports:1038,""role"":normalUser,""category1"":Children's Game:1041,""username"":labyrinthdc},{""text"":Ci siete?,""timestamp"":2021-01-22 19:47:22.814},{""category2"":Transportation:1011,""name"":Ultimate Auto Trivia,""category1"":Party Game:1030}]"
"[{""category2"":Negotiation:1026,""role"":influencer,""category1"":Novel-Based:1093,""username"":pounitus},{""text"":Ah davvero,""timestamp"":2021-01-22 19:40:24.509},{""category2"":null,""name"":Everest,""category1"":Environmental:1084}]"
"[{""category2"":Napoleonic:1051,""role"":influencer,""category1"":Children's Game:1041,""username"":adygami},{""text"":Sono ioo,""timestamp"":2021-01-22 19:24:56.359},{""category2"":null,""name"":Life is Ruff,""category1"":Economic:1021}]"
"[{""category2"":Collectible Components:1044,""role"":influencer,""category1"":Murder/Mystery:1040,""username"":dokat},{""text"":Che fate?,""timestamp"":2021-01-22 19:49:46.492},{""category2"":Negotiation:1026,""name"":Monopoly: Bremen,""category1"":Economic:1021}]"
"[{""category2"":Card Game:1002,""role"":moderator,""category1"":Number:1098,""username"":chibistacey},{""text"":Post,""timestamp"":2021-01-22 19:25:06.351},{""category2"":Negotiation:1026,""name"":Monopoly: Leipzig,""category1"":Economic:1021}]"
"[{""category2"":Book:1117,""role"":normalUser,""category1"":World War II: 1049,""username"":rilord},{""text"":Ci siete?,""timestamp"":2021-01-22 19:40:03.466},{""category2"":Negotiation:1026,""name"":Monopoly: München,""category1"":Economic:1021}]"
"[{""category2"":Modern Warfare:1069,""role"":normalUser,""category1"":Medical:2145,""username"":cmorrel},{""text"":Ci siete?,""timestamp"":2021-01-22 19:29:18.348},{""category2"":null,""name"":Quattuor Vincet,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Collectible Components:1044,""role"":normalUser,""category1"":Word-game:1025,""username"":ivdl},{""text"":Che fate?,""timestamp"":2021-01-22 20:00:21.165},{""category2"":null,""name"":Uri Geller's Strike!,""category1"":Trivia:1027}]"
"[{""category2"":Abstact Strategy:1009,""role"":normalUser,""category1"":Aviation/Flight:2650,""username"":harryelwell},{""text"":Post,""timestamp"":2021-01-22 19:24:10.723},{""category2"":Fantasy:1010,""name"":Princess's Court,""category1"":Card Game:1002}]"
"[{""category2"":Territory Building:1086,""role"":normalUser,""category1"":Number:1098,""username"":soundsmith},{""text"":Sono ioo,""timestamp"":2021-01-22 19:23:17.827},{""category2"":null,""name"":Mestieri,""category1"":Card Game:1002}]"
"[{""category2"":Medieval:1035,""role"":influencer,""category1"":Napoleonic:1051,""username"":acidrulez},{""text"":Post,""timestamp"":2021-01-22 19:31:52.788},{""category2"":Transportation:1011,""name"":Trade Winds: The Merchant Marine Game,""category1"":Nautical:1008}]"
"[{""category2"":Word-game:1025,""role"":normalUser,""category1"":Dice:1017,""username"":lienrag99},{""text"":Sono ioo,""timestamp"":2021-01-22 19:50:29.005},{""category2"":Negotiation:1026,""name"":Lighthouse-opoly,""category1"":Economic:1021}]"
"[{""category2"":Trains:1034,""role"":normalUser,""category1"":Modern Warfare:1069,""username"":steve dubya},{""text"":Ah incredibile,""timestamp"":2021-01-22 19:39:37.215},{""category2"":null,""name"":Linx Game,""category1"":Word Game:1025}]"
"[{""category2"":Fighting:1046,""role"":influencer,""category1"":Puzzle:1028,""username"":e_nichols},{""text"":Ah incredibile,""timestamp"":2021-01-22 19:57:15.195},{""category2"":Fantasy:1010,""name"":Little Noddy's Taxi Game,""category1"":Children's Game:1041}]"
"[{""category2"":Humor:1079,""role"":influencer,""category1"":Negotiation:1026,""username"":nynjardin},{""text"":Post,""timestamp"":2021-01-22 19:35:52.024},{""category2"":Korean War:1091,""name"":War Game Rules 1925-1950: Wargames Rules for All Arms Land Warfare From Platoon to Battalion Level,""category1"":Fighting:1046}]"
"[{""category2"":Transportation:1011,""role"":influencer,""category1"":Humor:1079,""username"":mastermic},{""text"":Ci siete?,""timestamp"":2021-01-22 19:25:50.973},{""category2"":null,""name"":Hexagrams,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Wargame:1019,""role"":normalUser,""category1"":Dice:1017,""username"":eno7},{""text"":Ci siete?,""timestamp"":2021-01-22 19:47:24.451},{""category2"":null,""name"":Mini Double Dice,""category1"":Dice:1017}]"
"[{""category2"":Humor:1079,""role"":influencer,""category1"":Book:1117,""username"":tod_13},{""text"":Ci siete?,""timestamp"":2021-01-22 19:22:33.853},{""category2"":null,""name"":Hole in One: the Game,""category1"":Trivia:1027}]"
"[{""category2"":Card Game:1002,""role"":normalUser,""category1"":Humor:1079,""username"":explorador},{""text"":Ah incredibile,""timestamp"":2021-01-22 19:38:51.822},{""category2"":null,""name"":Pikes and Muskets,""category1"":Civil War:1102}]"
"[{""category2"":Adventure:1022,""role"":normalUser,""category1"":Humor:1079,""username"":rocksfallsemicolon},{""text"":Ah davvero,""timestamp"":2021-01-22 19:27:34.706},{""category2"":Miniatures:1047,""name"":Fantz,""category1"":Humor:1079}]"
"[{""category2"":Trains:1034,""role"":normalUser,""category1"":Abstact Strategy:1009,""username"":madboy001},{""text"":Che fate?,""timestamp"":2021-01-22 19:51:50.713},{""category2"":Fantasy:1010,""name"":Magi,""category1"":Card Game:1002}]"
"[{""category2"":Bluffing:1023,""role"":normalUser,""category1"":Party Game:1030,""username"":alphapack},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:44:37.586},{""category2"":null,""name"":Franklin,""category1"":Movies / TV / Radio theme:1064}]"
"[{""category2"":Bluffing:1023,""role"":normalUser,""category1"":Territory Building:1086,""username"":nasper},{""text"":Ah incredibile,""timestamp"":2021-01-22 19:32:25.922},{""category2"":null,""name"":Trellis,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Puzzle:1028,""role"":normalUser,""category1"":Educational:1094,""username"":dveguerialb56},{""text"":Sono ioo,""timestamp"":2021-01-22 19:42:37.669},{""category2"":null,""name"":The Land of Cotton Game,""category1"":Farming:1013}]"
"[{""category2"":Fantasy:1010,""role"":normalUser,""category1"":Ancient:1050,""username"":mooby},{""text"":Che fate?,""timestamp"":2021-01-22 19:33:51.047},{""category2"":null,""name"":Capitan Harlock: Il Pirata dello Spazio,""category1"":Science Fiction:1016}]"
"[{""category2"":Educational:1094,""role"":normalUser,""category1"":Word-game:1025,""username"":doctor spaceman},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:37:57.252},{""category2"":Sports:1038,""name"":Fatti di Calcio: Soccer Strategy,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Ancient:1050,""role"":normalUser,""category1"":World War II: 1049,""username"":acatalan},{""text"":Che fate?,""timestamp"":2021-01-22 19:51:23.687},{""category2"":Real-time:1037,""name"":Med vilda gester,""category1"":Party Game:1030}]"
"[{""category2"":Negotiation:1026,""role"":normalUser,""category1"":Movies/TV/Radio Theme:1064,""username"":joe73},{""text"":Ci siete?,""timestamp"":2021-01-22 19:34:47.606},{""category2"":Sports:1038,""name"":Kaart tennis,""category1"":Card Game:1002}]"
"[{""category2"":Abstact Strategy:1009,""role"":normalUser,""category1"":Transportation:1011,""username"":rollingdice_85},{""text"":Sono ioo,""timestamp"":2021-01-22 19:54:59.754},{""category2"":Science Fiction:1016,""name"":Jetsons: Rosey the Robot Game,""category1"":Movies / TV / Radio theme:1064}]"
"[{""category2"":Children's Game:1041,""role"":influencer,""category1"":Animals:1089,""username"":hotshoe918},{""text"":Sono ioo,""timestamp"":2021-01-22 20:00:26.81},{""category2"":Negotiation:1026,""name"":Texasopoly,""category1"":Economic:1021}]"
"[{""category2"":Children's Game:1041,""role"":normalUser,""category1"":Travel:1097,""username"":allanon14},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:30:51.342},{""category2"":null,""name"":Cryptyc,""category1"":Word Game:1025}]"
"[{""category2"":Animals:1089,""role"":normalUser,""category1"":Medieval:1035,""username"":roman2838},{""text"":Ah incredibile,""timestamp"":2021-01-22 19:39:59.507},{""category2"":Wargame:1019,""name"":Price of Glory,""category1"":Miniatures:1047}]"
"[{""category2"":Card Game:1002,""role"":normalUser,""category1"":Science Fiction:1016,""username"":kgillam},{""text"":Che fate?,""timestamp"":2021-01-22 19:58:51.481},{""category2"":Sports:1038,""name"":Sport Teasers,""category1"":Dice:1017}]"
"[{""category2"":Deduction:1039,""role"":normalUser,""category1"":Educational:1094,""username"":bomberone_911},{""text"":Ci siete?,""timestamp"":2021-01-22 19:43:13.459},{""category2"":null,""name"":Granopoly,""category1"":Economic:1021}]"
"[{""category2"":Medical:2145,""role"":normalUser,""category1"":Ancient:1050,""username"":heleni},{""text"":Che fate?,""timestamp"":2021-01-22 19:51:51.161},{""category2"":Memory:1045,""name"":Shrek 3-D Memory Match-Up,""category1"":Children's Game:1041}]"
"[{""category2"":Sports:1038,""role"":normalUser,""category1"":Print & Play:1120,""username"":axezor},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:41:22.488},{""category2"":null,""name"":Gemblo Red Stone,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Deduction:1039,""role"":influencer,""category1"":Word-game:1025,""username"":jeffreypaulsinclair},{""text"":Post,""timestamp"":2021-01-22 19:53:18.759},{""category2"":Children's Game:1041,""name"":Monkey Madness,""category1"":Action / Dexterity:1032}]"
"[{""category2"":Puzzle:1028,""role"":normalUser,""category1"":Action/Dexterity:1032,""username"":truerift},{""text"":Ci siete?,""timestamp"":2021-01-22 19:57:10.924},{""category2"":Word Game:1025,""name"":Wordbattle,""category1"":Dice:1017}]"
"[{""category2"":Sports:1038,""role"":normalUser,""category1"":Deduction:1039,""username"":occhioditrota},{""text"":Ah davvero,""timestamp"":2021-01-22 19:32:00.4},{""category2"":Educational:1094,""name"":Hexapawn,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Racing:1031,""role"":influencer,""category1"":Print & Play:1120,""username"":madd37564},{""text"":Che fate?,""timestamp"":2021-01-22 19:51:32.104},{""category2"":null,""name"":Den ofrivillige spelaren,""category1"":Economic:1021}]"
"[{""category2"":Trains:1034,""role"":normalUser,""category1"":Miniatures:1047,""username"":mommylego},{""text"":Ah davvero,""timestamp"":2021-01-22 19:34:09.895},{""category2"":null,""name"":Den ofrivillige spelaren,""category1"":Economic:1021}]"
"[{""category2"":Modern Warfare:1069,""role"":normalUser,""category1"":Novel-Based:1093,""username"":crrletour},{""text"":Ah davvero,""timestamp"":2021-01-22 19:46:09.07},{""category2"":Political:1001,""name"":Le Lys et la Cocarde,""category1"":Napoleonic:1051}]"
"[{""category2"":Miniatures:1047,""role"":normalUser,""category1"":Animals:1089,""username"":alexnike90},{""text"":Sono ioo,""timestamp"":2021-01-22 19:30:20.655},{""category2"":Movies / TV / Radio theme:1064,""name"":Monopoly: Planet Earth,""category1"":Economic:1021}]"
"[{""category2"":Dice:1017,""role"":normalUser,""category1"":Fighting:1046,""username"":silsary},{""text"":Post,""timestamp"":2021-01-22 19:30:15.358},{""category2"":Comic Book / Strip:1116,""name"":Wonder Woman,""category1"":Card Game:1002}]"
"[{""category2"":Humor:1079,""role"":influencer,""category1"":Collectible Components:1044,""username"":d_r_m},{""text"":Ci siete?,""timestamp"":2021-01-22 19:37:10.6},{""category2"":Fighting:1046,""name"":Jedi Warp Duel,""category1"":Card Game:1002}]"
"[{""category2"":Word-game:1025,""role"":normalUser,""category1"":Territory Building:1086,""username"":grayle84},{""text"":Ah davvero,""timestamp"":2021-01-22 19:45:00.275},{""category2"":Fighting:1046,""name"":Kung Fusion,""category1"":Card Game:1002}]"
"[{""category2"":Book:1117,""role"":normalUser,""category1"":Novel-Based:1093,""username"":jkm5054},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:47:36.396},{""category2"":null,""name"":Big Fat Lies,""category1"":Trivia:1027}]"
"[{""category2"":Book:1117,""role"":normalUser,""category1"":Video Game Theme:1101,""username"":mudsharkbytes},{""text"":Ci siete?,""timestamp"":2021-01-22 20:02:33.129},{""category2"":null,""name"":Playoff Tennis,""category1"":Sports:1038}]"
"[{""category2"":Card Game:1002,""role"":normalUser,""category1"":Sports:1038,""username"":bisbobble},{""text"":Sono ioo,""timestamp"":2021-01-22 19:53:49.797},{""category2"":Wargame:1019,""name"":Fire Away,""category1"":Print & Play:1120}]"
"[{""category2"":Number:1098,""role"":normalUser,""category1"":Abstact Strategy:1009,""username"":cuff535},{""text"":Ah davvero,""timestamp"":2021-01-22 19:32:10.077},{""category2"":Science Fiction:1016,""name"":MAreenz,""category1"":Print & Play:1120}]"
"[{""category2"":Abstact Strategy:1009,""role"":normalUser,""category1"":Wargame:1019,""username"":zzbrent},{""text"":Sono ioo,""timestamp"":2021-01-22 19:31:24.208},{""category2"":null,""name"":Tempo,""category1"":Card Game:1002}]"
"[{""category2"":Medieval:1035,""role"":normalUser,""category1"":Territory Building:1086,""username"":mjacks2000},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:59:39.561},{""category2"":Wargame:1019,""name"":Gladiators of Rome,""category1"":Ancient:1050}]"
"[{""category2"":Negotiation:1026,""role"":normalUser,""category1"":Murder/Mystery:1040,""username"":supera},{""text"":Ah davvero,""timestamp"":2021-01-22 20:02:00.001},{""category2"":null,""name"":Chancellors,""category1"":Card Game:1002}]"
"[{""category2"":Aviation/Flight:2650,""role"":normalUser,""category1"":Miniatures:1047,""username"":yvisonne},{""text"":Ci siete?,""timestamp"":2021-01-22 19:25:14.248},{""category2"":Sports:1038,""name"":Mel Allen's Baseball Game,""category1"":Electronic:1072}]"
"[{""category2"":Spies/Secret Agents:1081,""role"":normalUser,""category1"":Educational:1094,""username"":abbywill},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:54:31.504},{""category2"":Travel:1097,""name"":Trail of 98,""category1"":Card Game:1002}]"
"[{""category2"":Aviation/Flight:2650,""role"":normalUser,""category1"":Exploration:1020,""username"":gmtemplar},{""text"":Che fate?,""timestamp"":2021-01-22 19:40:07.925},{""category2"":null,""name"":Mangala,""category1"":Abstract Strategy:1009}]"
"[{""category2"":Wargame:1019,""role"":normalUser,""category1"":Puzzle:1028,""username"":nerman8r},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:49:02.21},{""category2"":null,""name"":Rundherum,""category1"":Children's Game:1041}]"
"[{""category2"":Book:1117,""role"":influencer,""category1"":Word-game:1025,""username"":gmilitaru},{""text"":Post,""timestamp"":2021-01-22 19:49:25.64},{""category2"":Sports:1038,""name"":Suunnistuspeli,""category1"":Educational:1094}]"
"[{""category2"":Memory:1045,""role"":normalUser,""category1"":Ancient:1050,""username"":sheeptree},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:48:57.062},{""category2"":Memory:1045,""name"":Tatü-Tata Das Feuerwehrspiel,""category1"":Children's Game:1041}]"
"[{""category2"":Fantasy:1010,""role"":normalUser,""category1"":Abstact Strategy:1009,""username"":job_},{""text"":Sono ioo,""timestamp"":2021-01-22 19:46:43.915},{""category2"":Children's Game:1041,""name"":Husch-Husch,""category1"":Animals:1089}]"
"[{""category2"":Territory Building:1086,""role"":normalUser,""category1"":Animals:1089,""username"":fantasygate},{""text"":Sono ioo,""timestamp"":2021-01-22 19:41:14.869},{""category2"":null,""name"":Arrondissement,""category1"":Political:1001}]"
"[{""category2"":Bluffing:1023,""role"":normalUser,""category1"":Economic:1021,""username"":mandingas1},{""text"":Ah davvero,""timestamp"":2021-01-22 19:23:09.727},{""category2"":null,""name"":Parkwächter Brunos Lieblings-Spiel,""category1"":Party Game:1030}]"
"[{""category2"":Dice:1017,""role"":normalUser,""category1"":Puzzle:1028,""username"":xayide},{""text"":Ci siete?,""timestamp"":2021-01-22 19:55:43.306},{""category2"":Novel-based:1093,""name"":The Game of Great Detectives,""category1"":Card Game:1002}]"
"[{""category2"":Modern Warfare:1069,""role"":normalUser,""category1"":Bluffing:1023,""username"":webalong},{""text"":Ah incredibile,""timestamp"":2021-01-22 19:42:17.919},{""category2"":Educational:1094,""name"":Name That Union,""category1"":Card Game:1002}]"
"[{""category2"":Number:1098,""role"":influencer,""category1"":Novel-Based:1093,""username"":crisfmartinelli},{""text"":Post,""timestamp"":2021-01-22 19:51:42.599},{""category2"":null,""name"":Pic-Etape,""category1"":Children's Game:1041}]"
"[{""category2"":Card Game:1002,""role"":normalUser,""category1"":Modern Warfare:1069,""username"":penguin_girl},{""text"":Tutto bene?,""timestamp"":2021-01-22 19:46:49.487},{""category2"":null,""name"":Pic-Etape,""category1"":Children's Game:1041}]"
"[{""category2"":Transportation:1011,""role"":normalUser,""category1"":Party Game:1030,""username"":kjyost},{""text"":Che fate?,""timestamp"":2021-01-22 19:46:58.768},{""category2"":null,""name"":Taste Taiwan: Princess,""category1"":Educational:1094}]"
"[{""category2"":Children's Game:1041,""role"":normalUser,""category1"":Murder/Mystery:1040,""username"":fenrirsfangs},{""text"":Che fate?,""timestamp"":2021-01-22 19:32:40.591},{""category2"":null,""name"":The Game of Shopping at the Supermarket,""category1"":Children's Game:1041}]"
"[{""category2"":Spies/Secret Agents:1081,""role"":normalUser,""category1"":Murder/Mystery:1040,""username"":fadetoblack1183},{""text"":Ci siete?,""timestamp"":2021-01-22 19:26:27.428},{""category2"":Trivia:1027,""name"":Pasha,""category1"":Children's Game:1041}]"
"[{""category2"":Children's Game:1041,""role"":normalUser,""category1"":Deduction:1039,""username"":wckennyme},{""text"":Ah davvero,""timestamp"":2021-01-22 19:35:49.92},{""category2"":Print & Play:1120,""name"":First Manassas: July 21st 1861,""category1"":American Civil War:1048}]"
